name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua and Barb.,Argentina,Armenia,Aruba,Ashmore and Cartier Is.,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Br. Indian Ocean Ter.,Brazil,British Virgin Is.,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Is.,Central African Rep.,Chad,Chile,China,Colombia,Comoros,Congo,Cook Is.,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d'Ivoire,Dem. Rep. Congo,Denmark,Djibouti,Dominica,Dominican Rep.,Ecuador,Egypt,El Salvador,Eq. Guinea,Eritrea,Estonia,Ethiopia,Faeroe Is.,Falkland Is.,Fiji,Finland,Fr. Polynesia,Fr. S. Antarctic Lands,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard I. and McDonald Is.,Honduras,Hong Kong,Hungary,Iceland,India,Indian Ocean Ter.,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Is.,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,N. Cyprus,N. Mariana Is.,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Is.,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,S. Geo. and the Is.,S. Sudan,Saint Helena,Saint Lucia,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Siachen Glacier,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Is.,Somalia,Somaliland,South Africa,South Korea,Spain,Sri Lanka,St-Barthélemy,St-Martin,St. Kitts and Nevis,St. Pierre and Miquelon,St. Vin. and Gren.,Sudan,Suriname,Sweden,Switzerland,Syria,São Tomé and Principe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Is.,U.S. Virgin Is.,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,W. Sahara,Wallis and Futuna Is.,Yemen,Zambia,Zimbabwe,eSwatini,Åland
Qatar,77,15,49,60,38,15,15,3,32,44,16,94,2,24,13,9,59,27,82,48,27,0,81,28,42,62,74,11,87,51,5,44,49,76,87,59,27,35,21,92,32,73,88,35,86,21,81,71,75,17,36,79,4,79,59,39,81,22,81,87,35,70,29,83,84,67,48,7,24,79,43,84,83,2,86,4,40,91,52,71,36,51,62,42,18,57,51,71,3,43,85,20,83,24,64,31,50,76,84,12,13,3,31,4,50,83,59,94,45,7,87,98,41,23,30,20,4,42,62,60,54,41,2,69,40,71,76,6,58,28,53,90,79,78,27,62,50,19,50,50,24,67,20,86,34,49,97,46,64,46,97,41,89,14,4,48,67,99,90,94,19,99,93,29,50,32,1,95,34,42,3,80,0,82,97,15,67,99,49,14,8,9,85,23,34,55,52,52,98,28,72,29,56,79,70,51,10,91,26,1,22,28,55,62,14,34,58,29,74,60,93,14,44,3,79,30,75,19,16,39,84,21,10,74,41,5,22,72,49,55,61,70,41,34,30,84,78,32,97,54,19
Romania,84,92,73,42,54,16,4,90,64,47,71,55,35,6,9,20,8,32,18,88,15,68,69,90,23,91,11,93,40,91,38,87,96,92,69,24,98,39,94,62,16,7,17,45,95,94,11,42,31,50,4,62,10,82,79,5,71,34,84,96,16,35,47,18,27,66,19,93,84,11,99,20,49,37,74,30,86,95,0,67,14,2,12,16,7,99,80,13,46,44,39,24,17,67,76,65,61,53,51,33,36,50,1,54,27,8,60,55,58,21,81,70,9,48,31,44,30,62,26,47,11,46,22,86,60,11,43,67,90,89,72,58,45,18,62,44,63,28,59,89,67,83,3,24,39,99,78,87,4,48,92,58,70,19,35,63,55,43,98,44,12,67,63,71,16,23,70,5,24,14,97,68,75,0,20,96,41,93,0,63,47,49,90,23,82,98,67,2,57,83,9,92,95,10,60,63,76,14,54,12,94,95,95,23,82,23,32,28,60,19,81,90,81,89,65,93,77,57,66,90,80,73,67,26,93,73,1,60,11,96,40,78,78,4,42,74,90,6,22,8,17
Russia,55,11,85,31,87,88,42,34,43,47,7,37,50,50,98,22,0,84,10,38,83,16,41,17,42,64,15,91,5,1,99,98,41,52,98,3,92,39,28,84,56,11,95,37,68,40,46,40,62,99,84,54,22,47,63,15,74,99,27,25,21,37,98,37,89,60,76,44,78,76,94,83,92,85,33,51,86,40,37,43,77,69,30,43,55,77,84,97,54,61,53,60,86,83,68,80,20,90,93,5,63,53,79,39,91,6,10,66,31,71,17,72,44,86,45,16,1,1,52,90,86,10,98,53,15,25,84,48,35,31,29,57,99,34,68,27,62,3,10,72,56,90,67,66,5,89,99,67,29,99,63,73,58,25,64,80,40,44,87,98,32,24,97,83,48,77,40,74,49,66,87,90,25,53,0,54,36,72,71,34,88,48,48,28,12,78,4,91,0,77,15,60,24,10,96,67,89,83,96,74,39,30,98,72,88,95,20,78,62,66,17,76,22,74,8,27,26,81,16,17,71,89,98,6,94,56,9,63,36,8,72,43,96,85,24,5,11,49,3,32,48
Rwanda,28,80,10,81,99,87,33,84,24,94,30,74,18,99,19,80,47,83,72,5,41,62,28,11,88,86,64,99,70,97,94,84,1,15,85,55,12,60,66,35,55,4,3,24,10,23,25,43,41,41,75,99,22,59,97,90,12,1,86,37,48,76,19,55,47,73,90,94,56,65,32,54,68,39,72,75,45,16,49,6,17,19,56,24,49,19,95,86,90,16,8,37,46,39,73,9,57,56,97,40,45,65,4,64,15,81,37,50,21,4,92,13,39,92,83,68,90,5,46,69,4,48,67,53,62,96,89,55,65,98,57,86,34,65,38,85,54,21,72,14,3,77,8,58,46,90,49,21,85,8,35,40,89,17,23,74,27,54,15,93,71,72,30,27,49,72,92,93,21,24,49,10,94,30,24,0,13,27,53,20,75,60,27,78,60,13,84,19,91,26,12,32,25,85,91,21,65,41,25,94,74,4,44,54,83,64,88,45,63,22,42,21,99,84,84,94,2,80,30,62,95,51,4,9,50,18,23,40,34,38,50,89,82,95,84,57,58,91,98,97,44
S. Geo. and the Is.,72,81,84,14,89,92,66,99,51,27,53,58,37,47,97,14,70,41,23,67,15,52,2,30,84,64,27,97,80,49,74,49,27,3,63,19,11,8,82,97,92,68,21,85,28,40,51,11,4,96,71,78,78,63,62,8,27,26,11,24,74,45,37,44,81,51,52,2,11,2,36,34,65,72,2,97,84,93,1,99,57,65,96,48,31,28,69,79,73,54,98,8,0,67,31,91,49,35,41,71,54,42,95,25,95,55,35,24,92,69,56,21,56,45,86,94,89,58,97,42,90,57,88,54,14,37,0,64,46,33,7,32,67,97,95,14,58,44,4,34,10,37,86,78,94,83,88,33,23,27,43,96,76,81,77,76,99,15,37,13,69,84,41,7,8,47,53,94,36,32,24,1,54,2,5,53,0,84,71,0,29,36,56,38,82,99,48,74,69,33,22,47,77,6,78,59,3,14,37,36,55,18,79,78,36,68,54,42,3,30,36,93,57,63,29,69,26,18,10,16,82,64,38,87,9,79,2,30,42,26,29,13,0,53,10,28,16,25,67,62,17
S. Sudan,40,46,70,2,63,14,69,6,79,20,7,74,55,39,99,85,71,12,3,45,81,60,15,68,78,5,24,83,75,99,86,8,69,64,80,89,88,44,49,66,36,70,28,94,64,65,44,75,32,37,44,53,72,9,12,15,87,34,66,71,75,78,55,48,37,29,69,14,56,7,65,72,53,1,95,40,45,4,93,14,67,31,19,10,48,23,19,9,48,21,10,66,53,63,32,36,46,55,37,86,27,58,12,21,80,27,32,98,59,24,95,50,55,41,8,39,28,69,61,45,83,35,14,51,76,28,56,38,24,90,66,18,51,77,46,34,62,17,99,9,32,95,27,11,71,72,25,79,35,41,30,13,28,19,13,0,35,91,87,97,38,53,26,49,12,20,89,36,40,23,52,66,21,4,88,28,28,0,0,8,16,15,77,25,56,30,96,71,92,31,84,4,60,0,72,9,65,59,92,39,51,88,50,36,46,26,81,87,76,27,40,73,90,43,72,30,48,88,95,48,22,53,64,6,88,61,91,95,86,98,0,36,39,46,89,80,38,99,74,47,54
Saint Helena,19,59,28,88,61,12,91,23,97,18,84,91,96,45,53,13,44,26,5,33,15,89,97,98,77,96,67,21,73,69,23,89,38,6,17,87,85,56,28,44,69,45,21,85,18,96,83,11,55,31,9,70,68,48,47,23,64,92,28,97,95,41,44,94,73,18,61,71,54,46,6,26,94,2,18,52,42,53,55,22,42,6,77,62,33,66,86,8,89,43,96,37,16,94,74,79,60,73,5,78,53,40,75,44,57,60,5,98,9,65,81,81,10,56,37,62,81,65,82,14,1,67,53,30,18,50,69,0,6,96,77,77,33,30,68,98,5,36,59,37,15,56,67,21,45,64,44,81,2,57,4,17,11,23,68,81,84,81,86,64,56,48,64,9,26,13,46,67,42,26,64,3,0,92,95,74,54,30,0,38,41,25,81,20,85,45,41,28,70,32,35,22,61,46,2,64,30,85,60,40,15,69,95,77,54,83,13,57,20,50,4,87,20,64,33,35,28,59,64,33,57,36,72,28,90,32,65,72,86,52,86,87,69,94,56,59,70,76,41,69,63
Saint Lucia,35,27,46,39,75,46,69,0,7,16,99,67,72,61,37,77,44,16,0,53,2,83,33,58,97,80,62,86,74,38,99,91,7,66,28,50,51,55,60,89,10,49,9,3,15,73,84,31,90,99,11,15,64,42,93,86,23,92,27,41,82,94,93,28,66,0,76,42,7,40,84,82,8,25,6,30,17,66,43,10,59,78,13,15,89,8,77,98,65,74,21,23,82,48,11,22,87,13,88,60,77,83,77,65,93,79,12,63,77,3,64,97,66,6,18,81,22,31,42,89,9,15,89,27,56,83,28,9,61,64,63,28,16,61,46,22,14,94,9,28,33,58,71,90,95,1,68,83,64,30,25,26,97,79,49,56,62,80,5,69,49,41,33,57,25,51,67,44,15,95,74,80,54,6,36,87,70,15,57,0,85,81,85,72,6,92,37,35,84,65,99,34,0,71,53,71,70,70,60,46,17,5,73,62,83,81,67,24,8,42,58,86,95,42,75,44,39,37,5,81,42,33,94,67,63,23,83,9,44,17,26,40,91,56,41,53,55,46,8,30,8
Samoa,85,53,54,27,29,20,76,89,57,26,18,95,88,42,64,32,29,17,79,97,24,73,85,55,56,72,3,53,38,58,46,61,99,69,98,4,29,49,63,70,48,78,49,91,52,37,2,41,88,36,13,29,15,97,43,42,17,60,65,49,73,92,49,14,19,16,28,95,38,22,74,86,64,75,94,4,82,67,8,32,70,89,75,53,66,13,84,45,28,8,66,99,33,53,80,43,7,42,45,38,6,14,69,41,76,7,96,98,90,78,94,59,24,61,88,87,95,85,86,8,23,14,71,65,72,91,39,57,20,22,68,35,15,63,72,39,93,79,48,60,14,59,94,88,91,21,48,89,51,28,4,37,15,6,11,62,33,48,42,41,91,38,4,39,55,30,48,75,70,50,49,62,89,97,88,73,99,36,39,74,0,5,32,41,87,28,62,71,66,62,19,55,50,22,81,39,34,40,11,41,96,16,70,68,94,52,35,73,36,91,51,91,89,11,97,67,2,62,3,92,85,84,6,41,31,55,76,38,27,98,58,27,80,29,92,12,74,48,18,52,92
San Marino,46,74,64,72,14,11,28,86,37,72,52,44,86,98,45,91,68,7,26,68,50,75,33,14,37,99,88,50,19,15,81,78,80,57,9,70,1,68,36,35,66,8,22,97,10,93,36,21,29,54,34,16,65,96,51,71,81,81,32,83,63,91,74,9,47,33,27,52,77,57,78,12,37,37,23,44,12,7,30,30,22,27,47,86,47,86,94,43,1,51,83,61,90,6,38,26,50,59,94,4,47,64,81,66,10,23,35,92,71,83,60,94,32,47,79,10,21,73,6,21,0,56,16,27,79,69,37,2,66,70,44,86,10,52,50,25,38,36,66,93,45,8,53,20,7,81,27,46,25,25,11,36,82,16,32,90,25,48,10,3,25,20,21,10,82,24,7,95,7,3,27,52,39,18,52,18,82,57,0,52,37,0,76,35,46,97,99,37,9,50,80,76,45,7,97,4,96,12,66,82,50,66,51,60,12,7,35,27,72,11,22,57,62,46,35,56,5,7,63,74,47,31,16,58,92,75,6,56,36,78,35,30,34,79,64,61,15,87,66,18,48
Saudi Arabia,54,77,60,96,85,52,65,3,53,99,29,34,26,47,41,12,13,52,35,66,76,42,61,83,61,84,56,55,38,43,85,75,36,49,55,14,69,81,14,35,58,16,39,63,73,84,81,48,94,19,21,98,92,23,39,81,65,80,11,94,43,54,91,55,41,84,72,22,92,75,58,57,88,12,77,18,31,9,68,27,49,74,54,89,72,41,23,95,65,69,76,75,95,20,1,99,39,1,72,51,29,89,43,23,71,94,56,8,4,33,46,83,41,90,97,10,96,23,50,72,71,9,8,12,33,64,56,38,33,77,99,26,43,12,82,67,80,61,69,93,17,60,22,10,20,69,20,67,40,2,5,13,83,2,94,35,29,43,91,77,19,82,75,3,40,85,31,99,96,31,47,56,8,71,95,94,0,60,36,80,44,58,0,81,17,45,49,65,2,2,60,69,54,80,79,79,63,67,34,99,34,46,99,5,90,35,58,96,70,85,70,10,91,22,9,67,22,14,35,19,34,88,34,54,50,90,92,52,97,38,81,91,90,96,59,72,17,73,7,32,85
Senegal,26,73,98,5,21,71,7,90,5,76,29,0,48,27,38,84,60,66,52,91,74,11,16,21,45,87,96,68,88,58,61,21,46,20,83,86,45,50,81,29,98,14,83,72,10,43,88,26,84,27,63,64,5,62,80,16,20,78,63,64,3,79,35,64,35,55,54,98,41,28,9,20,62,11,76,35,32,74,10,88,97,59,38,7,4,15,0,75,92,2,74,70,72,28,19,7,56,71,78,65,70,85,33,25,82,80,90,21,23,33,68,79,96,48,27,60,7,39,78,19,13,9,94,12,93,38,44,26,18,44,26,85,82,10,97,55,41,22,85,9,57,90,93,77,99,69,85,8,83,82,40,93,86,35,20,6,22,82,40,94,66,70,57,17,75,39,57,75,75,60,59,47,56,78,97,13,89,17,27,65,27,76,3,0,6,30,63,49,14,78,40,12,53,97,10,96,45,17,33,46,36,46,41,32,39,41,8,81,42,97,52,48,89,52,70,43,72,26,36,51,95,60,11,57,65,23,44,44,51,40,27,13,56,65,52,92,96,10,65,63,98
Serbia,24,52,67,43,24,35,88,95,91,49,55,92,90,88,60,13,0,72,29,7,52,63,50,1,34,27,29,53,96,16,33,45,32,50,31,35,38,0,68,95,67,24,24,52,11,78,99,24,67,27,16,56,17,17,26,51,90,79,15,71,98,33,14,21,10,49,44,70,7,89,98,91,89,15,68,77,45,18,50,68,7,79,84,21,68,63,63,38,78,29,17,32,77,67,69,20,39,76,21,80,55,64,56,99,51,93,76,73,6,49,82,42,29,59,83,79,29,71,6,11,68,34,63,95,26,79,57,84,74,39,76,28,71,0,46,8,15,25,26,41,88,78,23,90,92,86,13,62,78,54,65,91,1,75,89,17,50,89,93,90,52,14,14,98,3,62,52,8,37,76,71,0,10,10,35,19,40,77,23,6,67,38,12,27,0,18,80,90,82,87,35,42,65,13,56,10,6,68,46,3,64,23,62,67,76,35,7,11,65,24,46,65,5,72,27,4,93,32,75,80,58,80,21,6,58,64,60,75,58,46,15,20,22,15,33,37,40,24,91,80,60
Seychelles,60,57,58,87,19,13,30,95,62,63,3,20,27,77,72,64,53,14,13,36,70,71,51,71,61,5,60,29,18,27,74,97,61,0,28,81,26,34,39,54,38,28,66,49,92,16,2,70,59,17,67,94,74,97,19,57,80,97,61,16,36,8,42,5,45,54,19,68,27,99,92,20,62,75,23,43,69,54,68,55,85,83,70,71,85,46,7,11,9,72,14,54,22,23,28,42,82,85,5,46,56,62,25,19,21,96,76,17,23,0,22,97,79,95,71,8,57,13,74,82,27,50,70,28,19,47,5,14,86,74,44,16,29,51,12,10,96,81,50,11,36,10,70,21,80,85,21,77,96,43,54,77,99,46,18,68,30,77,46,11,25,38,28,52,32,74,21,22,41,18,69,18,89,30,9,30,72,1,37,84,48,44,32,8,82,0,88,33,42,48,59,31,59,55,13,11,85,65,42,40,33,2,20,95,12,76,21,62,12,10,6,39,98,17,2,60,30,30,74,56,13,24,80,57,23,30,56,3,11,40,93,8,96,76,94,29,72,10,79,61,9
Siachen Glacier,33,30,34,19,99,85,73,56,59,62,75,83,28,68,95,8,74,52,11,47,49,93,31,52,2,18,36,27,30,9,94,0,80,93,99,73,54,62,69,15,2,72,52,59,93,68,9,27,64,57,93,49,44,35,57,50,26,43,67,92,49,10,59,47,89,80,28,89,59,53,13,98,80,32,92,0,60,74,59,46,28,55,33,95,74,65,42,46,8,35,10,54,73,20,43,24,71,95,0,12,28,67,19,81,46,79,78,20,38,80,37,13,71,59,52,33,43,58,32,93,65,57,65,16,63,23,12,79,18,91,61,87,53,38,58,67,0,75,64,56,98,44,33,11,13,22,96,66,19,42,73,45,40,97,80,87,19,73,24,41,61,70,59,5,41,7,84,87,46,28,71,90,62,74,91,74,79,34,57,76,82,3,31,3,54,96,0,95,47,2,72,74,66,47,78,98,69,2,54,35,83,33,41,82,9,22,56,92,76,30,84,52,34,15,9,63,71,28,22,20,30,13,4,31,66,29,86,65,32,94,84,41,88,83,44,83,6,80,54,82,83
Sierra Leone,59,98,50,40,32,13,37,80,34,10,65,40,50,8,20,45,72,65,60,72,28,33,2,52,13,32,10,14,70,90,10,85,92,74,59,31,75,72,62,42,28,84,55,45,9,53,15,58,52,87,5,84,98,78,52,17,47,54,67,20,52,30,42,22,60,49,92,55,97,73,27,83,2,6,77,28,59,73,79,54,44,26,8,0,87,21,3,27,23,69,69,38,95,95,14,14,87,70,57,66,50,78,76,43,77,33,4,53,10,24,91,82,65,94,94,66,16,92,58,81,31,11,75,1,85,43,60,83,67,31,82,83,3,58,31,12,50,97,48,42,46,16,64,91,14,89,35,89,45,23,50,20,22,28,88,85,94,44,57,8,87,45,29,44,62,15,81,12,47,40,85,96,21,7,38,94,29,59,3,37,3,99,8,25,22,66,73,0,47,97,97,13,35,48,45,24,29,3,46,98,4,80,26,74,42,33,71,19,22,67,80,35,59,20,89,61,9,54,64,83,20,62,52,64,87,27,40,29,46,15,41,83,94,83,21,61,93,84,16,72,88
Singapore,0,70,23,41,91,82,65,61,24,66,29,35,55,18,79,98,64,70,88,19,29,0,18,29,73,37,72,36,85,12,6,80,42,23,57,84,52,43,16,21,16,17,4,69,66,38,71,6,95,31,5,26,53,63,61,0,45,98,8,63,94,67,88,11,66,88,51,68,7,27,26,94,93,28,99,96,84,3,57,32,68,17,53,64,20,55,11,84,11,56,95,82,89,57,70,15,7,20,17,95,44,7,16,28,47,33,22,17,17,83,49,53,71,59,96,21,56,68,82,7,30,93,52,59,46,72,47,2,9,94,28,47,21,73,25,76,89,47,97,20,19,33,20,38,71,92,55,97,73,79,57,15,79,91,68,90,7,14,1,4,17,85,24,92,81,42,14,13,7,80,16,10,11,61,63,54,22,34,77,28,17,75,48,14,57,15,47,91,0,98,31,73,6,53,69,84,21,20,76,18,96,26,1,17,7,25,40,39,93,60,86,77,19,31,69,76,54,96,66,40,82,36,2,29,3,26,74,78,63,22,34,33,8,76,80,84,97,90,9,47,78
Sint Maarten,39,91,13,48,21,40,80,95,9,34,70,72,65,36,51,21,18,99,10,56,14,29,87,92,27,89,23,95,76,52,81,11,72,98,60,96,59,27,99,64,22,2,6,28,99,61,70,10,45,30,42,41,27,66,40,14,51,17,93,85,73,37,5,25,60,11,34,81,9,9,95,33,51,9,70,57,47,53,43,37,88,97,90,7,30,52,46,29,10,66,76,78,0,90,31,57,99,85,41,19,2,5,10,28,57,38,68,94,56,31,71,84,94,81,6,27,73,19,62,96,92,9,38,91,85,65,72,50,98,4,58,92,24,1,38,62,20,2,21,14,19,53,91,56,6,82,82,51,26,80,28,7,1,58,26,29,38,83,33,45,7,22,68,98,67,68,99,8,37,86,5,43,59,0,59,76,96,24,80,51,94,60,25,61,94,73,28,83,22,0,90,33,68,89,23,50,73,27,35,40,25,82,76,46,42,33,17,39,65,54,86,6,4,16,27,19,52,15,72,85,58,46,73,48,35,70,93,64,26,67,42,41,16,37,69,5,78,24,36,63,64
Slovakia,67,38,61,75,66,36,51,10,73,86,67,12,92,93,24,23,76,7,67,6,11,10,91,59,62,62,63,22,13,97,22,42,59,36,23,97,92,11,69,32,52,60,72,31,61,18,26,16,71,62,18,8,18,26,32,49,2,16,13,71,76,88,33,44,65,24,27,98,81,58,52,47,34,76,98,43,2,78,71,29,40,37,94,88,37,23,21,18,38,6,83,40,15,30,92,1,57,65,28,22,45,11,83,9,65,73,40,81,96,53,93,57,39,90,13,35,55,84,34,40,27,23,33,88,76,44,14,69,22,42,80,40,5,87,50,62,47,81,81,39,64,16,18,0,26,26,6,99,19,51,10,37,32,27,27,12,32,50,56,14,40,81,26,6,96,58,68,69,62,17,36,87,67,77,96,13,29,6,32,21,61,77,92,72,44,77,35,37,48,65,0,32,28,76,45,36,45,20,31,69,52,74,89,4,42,3,2,80,60,0,62,27,37,84,67,17,63,67,67,47,22,45,98,48,46,92,11,41,9,62,38,50,54,92,4,16,36,61,5,22,92
Slovenia,83,87,68,30,81,56,65,28,74,22,46,14,5,33,12,88,8,90,3,7,98,72,8,4,85,13,53,31,7,96,36,91,60,17,19,7,1,94,20,87,0,9,76,81,4,73,38,51,61,57,74,21,91,26,46,28,37,24,5,51,59,71,25,4,86,65,81,94,58,45,44,62,96,63,94,1,35,79,46,78,23,14,49,13,97,65,49,74,29,97,55,30,50,48,46,22,62,30,10,27,60,57,47,34,65,87,42,76,38,70,92,92,46,12,45,81,90,48,1,53,18,16,91,34,71,91,39,83,7,78,29,91,96,51,79,94,91,55,66,98,77,22,37,53,65,8,75,34,26,70,38,77,56,22,59,79,59,49,93,22,84,85,69,78,21,37,78,51,19,15,95,2,93,67,97,18,5,55,29,93,3,29,76,75,0,77,81,94,20,10,51,0,44,92,84,4,99,36,37,75,41,38,82,0,77,78,92,9,76,82,82,47,81,53,43,97,72,47,89,68,4,54,38,1,96,39,23,13,88,34,74,35,85,57,27,87,16,82,79,78,83
Solomon Is.,44,60,11,51,39,78,62,47,5,61,88,59,9,7,23,21,15,76,36,36,64,59,87,93,69,95,43,9,43,62,82,28,83,19,87,48,50,29,40,99,95,36,93,2,0,92,5,58,23,79,39,74,32,5,39,72,80,17,93,22,52,29,35,6,61,75,19,7,15,29,30,27,69,88,39,44,31,89,42,15,24,20,64,95,62,87,8,29,36,97,48,39,39,69,24,48,82,34,61,37,85,55,27,33,72,87,41,1,68,27,12,77,6,96,92,0,32,42,50,79,85,53,84,46,87,0,11,21,40,31,53,33,49,4,79,31,53,39,46,94,30,72,43,56,46,26,81,57,5,4,65,97,81,31,68,89,69,22,93,28,98,53,90,40,92,98,2,1,33,45,95,56,4,34,29,4,99,19,22,18,25,65,25,29,67,13,34,57,55,82,37,97,0,17,74,42,69,81,99,66,56,93,70,7,27,0,44,48,16,27,61,47,45,52,82,45,30,4,4,55,84,98,73,15,34,84,15,18,98,78,10,86,96,63,8,35,33,23,71,69,41
Somalia,85,66,24,14,24,14,92,29,66,59,62,82,66,94,64,65,56,75,72,48,93,63,97,34,43,9,89,50,8,94,49,30,57,51,17,73,38,41,7,16,58,59,29,4,94,54,71,67,48,17,21,55,8,11,16,59,76,75,69,67,50,97,47,53,25,41,71,91,15,74,67,50,0,48,67,43,18,95,7,19,79,58,51,85,93,26,12,31,1,46,49,2,23,84,20,31,25,35,75,10,83,94,85,94,24,1,61,42,73,49,97,82,39,84,55,61,95,43,0,39,60,96,15,67,34,71,11,63,47,82,11,29,67,60,21,17,47,58,72,18,25,48,83,97,54,6,43,6,47,27,66,52,46,88,4,59,35,78,35,72,94,88,13,16,17,55,84,18,52,81,57,50,74,37,34,25,37,58,35,28,36,56,39,41,99,28,99,18,29,49,74,98,65,0,94,85,57,25,42,71,77,4,42,66,34,13,98,64,69,80,15,44,57,12,13,32,93,70,39,79,75,34,31,11,61,48,0,5,87,52,54,80,21,35,89,16,75,45,95,18,73
Somaliland,61,3,8,4,54,27,62,3,65,94,24,73,90,48,38,36,46,72,68,92,91,39,4,91,34,57,34,55,51,92,71,22,24,32,66,14,35,56,19,90,61,31,85,19,59,16,71,99,64,13,45,74,53,63,59,96,38,87,15,10,58,37,44,31,70,55,13,23,72,20,69,26,32,41,94,70,12,52,52,66,1,17,26,40,91,58,70,62,62,97,54,96,52,2,23,75,63,59,76,87,56,93,5,65,36,82,3,15,54,66,40,35,2,25,41,3,26,22,33,88,50,39,34,61,37,88,27,28,33,57,33,82,86,20,56,76,31,16,40,1,66,15,35,88,68,59,25,28,97,15,48,95,90,63,61,36,82,31,82,81,87,73,21,60,3,72,92,22,63,6,41,69,23,28,15,37,99,2,10,22,9,86,93,56,45,6,79,21,58,68,75,61,62,34,0,62,91,86,41,99,55,89,17,15,75,33,84,96,37,24,38,24,31,15,89,48,54,28,37,32,84,57,14,45,67,89,33,9,65,90,47,25,48,54,55,15,60,63,25,54,2
South Africa,33,40,18,39,91,96,82,99,5,67,60,77,32,26,52,25,55,15,37,41,69,98,11,18,68,28,20,33,39,57,20,55,73,9,84,72,77,68,15,28,87,54,75,56,78,35,2,53,44,92,55,36,58,56,57,68,64,78,50,19,76,21,66,20,47,57,41,55,12,49,27,57,40,10,95,16,67,0,94,13,95,5,43,24,74,55,15,78,26,44,27,57,83,84,8,25,95,74,81,71,89,11,79,40,86,18,45,41,60,98,37,37,16,42,17,48,63,37,95,62,94,86,25,54,43,42,46,44,31,91,46,46,78,6,47,95,51,25,91,30,54,51,63,78,41,18,12,41,77,25,60,22,34,27,50,61,17,23,85,15,62,39,84,19,77,75,46,52,82,39,5,68,79,20,70,70,47,43,95,54,69,1,70,75,28,77,92,53,27,34,72,57,69,57,93,0,39,70,6,54,85,84,20,56,19,31,89,6,20,93,87,74,5,27,46,34,43,94,1,59,11,45,70,80,13,90,37,98,48,22,56,76,69,16,94,80,77,48,7,97,9
South Korea,26,62,46,67,85,4,12,31,56,18,92,8,51,94,66,57,84,89,24,49,71,54,23,15,61,57,86,26,49,91,37,49,10,51,38,46,94,11,21,9,89,75,51,27,36,97,81,22,22,20,53,81,23,57,92,92,53,97,70,66,69,7,20,3,70,14,44,39,3,69,0,38,71,90,29,48,69,97,8,25,25,93,4,60,8,1,53,77,22,80,46,54,4,81,61,25,84,45,22,70,46,10,39,81,97,31,70,22,97,82,63,80,95,11,88,41,60,9,42,99,29,21,49,34,13,8,83,59,18,91,20,8,69,71,66,2,11,91,76,14,47,27,28,66,87,26,25,43,41,53,72,2,70,83,7,66,22,54,40,82,56,22,37,48,69,30,27,73,61,25,15,2,50,79,63,73,41,49,42,19,79,38,92,5,14,99,2,41,75,86,82,79,23,23,72,44,0,46,54,81,84,58,19,88,21,81,21,71,38,51,6,52,11,57,65,35,34,26,4,19,98,37,47,70,45,10,13,81,37,7,41,94,33,10,44,72,41,97,3,47,91
